SITE_ID,EPA_REG,ECO_LEV_3,NUT_REG,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,HUC_2,HUC_8
NLA06608-0302,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9020101
NLA06608-0303,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,4,4100012
NLA06608-0306,Region_10,80,III,III,MAN-MADE,WMTNS MAN-MADE,17,17120004
NLA06608-0312,Region_7,40,IX,IX,MAN-MADE,PLNLOW MAN-MADE,10,10270104
NLA06608-0313,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3040201
NLA06608-0318,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4010201
NLA06608-0319,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3060101
NLA06608-0324,Region_3,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,6,6010205
NLA06608-0325,Region_4,75,XII,CPL,NATURAL,PLNLOW NATURAL,3,3080101
NLA06608-0326,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1100003
NLA06608-0327,Region_4,73,X,CPL,NATURAL,PLNLOW NATURAL,8,8060204
NLA06608-0328,Region_6,35,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11140304
NLA06608-0328,Region_6,35,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11140304
NLA06608-0330,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4070006
NLA06608-0332,Region_6,38,XI,XI,MAN-MADE,EHIGH MAN-MADE,11,11110103
NLA06608-0333,Region_2,64,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2030105
NLA06608-0334,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9010005
NLA06608-0337,Region_10,2,II,II,NATURAL,WMTNS NATURAL,17,17110019
NLA06608-0339,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130106
NLA06608-0340,Region_6,21,II,II,MAN-MADE,WMTNS MAN-MADE,13,13020201
NLA06608-0341,Region_2,83,VII,VII,NATURAL,EHIGH NATURAL,4,4140202
NLA06608-0343,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,7,7020003
NLA06608-0344,Region_7,47,VI,VI,MAN-MADE,PLNLOW MAN-MADE,10,10200203
NLA06608-0345,Region_3,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3010103
NLA06608-0350,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7050003
NLA06608-0354,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1070004
NLA06608-0356,Region_6,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11080001
NLA06608-0357,Region_1,58,VIII,VIII,MAN-MADE,EHIGH MAN-MADE,1,1080206
NLA06608-0358,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1040001
NLA06608-0359,Region_8,46,VI,VI,MAN-MADE,PLNLOW MAN-MADE,7,7020001
NLA06608-0361,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3050101
NLA06608-0363,Region_5,56,VII,VII,MAN-MADE,PLNLOW MAN-MADE,4,4050001
NLA06608-0366,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7010106
NLA06608-0367,Region_5,61,VII,VII,MAN-MADE,EHIGH MAN-MADE,4,4110002
NLA06608-0369,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,2,2010005
NLA06608-0372,Region_8,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11020002
NLA06608-0373,Region_9,8,II,II,MAN-MADE,WMTNS MAN-MADE,18,18090208
NLA06608-0376,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11070107
NLA06608-0377,Region_3,67,XI,XI,MAN-MADE,EHIGH MAN-MADE,2,2050301
NLA06608-0378,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10030104
NLA06608-0384,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10110101
NLA06608-0385,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10030201
NLA06608-0386,Region_3,67,XI,XI,MAN-MADE,EHIGH MAN-MADE,2,2050302
NLA06608-0388,Region_4,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5130101
NLA06608-0388,Region_4,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5130101
NLA06608-0393,Region_9,6,III,III,MAN-MADE,WMTNS MAN-MADE,18,18040010
NLA06608-0395,Region_4,67,XI,XI,MAN-MADE,EHIGH MAN-MADE,3,3150106
NLA06608-0399,Region_5,56,VII,VII,MAN-MADE,PLNLOW MAN-MADE,4,4090005
NLA06608-0401,Region_1,82,VIII,VIII,NATURAL,EHIGH NATURAL,1,1010003
NLA06608-0402,Region_10,1,II,II,MAN-MADE,WMTNS MAN-MADE,17,17100305
NLA06608-0402,Region_10,1,II,II,MAN-MADE,WMTNS MAN-MADE,17,17100305
NLA06608-0403,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7010101
NLA06608-0405,Region_3,60,VII,VII,MAN-MADE,EHIGH MAN-MADE,2,2050101
NLA06608-0406,Region_10,4,II,II,NATURAL,WMTNS NATURAL,17,17070306
NLA06608-0407,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,10,10160010
NLA06608-0408,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11130303
NLA06608-0413,Region_3,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3010204
NLA06608-0414,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7030002
NLA06608-0418,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1070003
NLA06608-0421,Region_2,83,VII,VII,MAN-MADE,EHIGH MAN-MADE,2,2020003
NLA06608-0425,Region_8,19,II,II,MAN-MADE,WMTNS MAN-MADE,16,16030002
NLA06608-0426,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4080202
NLA06608-0432,Region_4,74,IX,IX,MAN-MADE,PLNLOW MAN-MADE,8,8030204
NLA06608-0433,Region_1,83,VII,VII,NATURAL,EHIGH NATURAL,2,2010000
NLA06608-0435,Region_5,50,VIII,VIII,MAN-MADE,PLNLOW MAN-MADE,7,7050005
NLA06608-0436,Region_6,36,XI,XI,MAN-MADE,EHIGH MAN-MADE,8,8040101
NLA06608-0439,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10160007
NLA06608-0440,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11060006
NLA06608-0442,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10110101
NLA06608-0444,Region_4,74,IX,IX,MAN-MADE,PLNLOW MAN-MADE,8,8030203
NLA06608-0445,Region_5,70,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5030106
NLA06608-0447,Region_4,70,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5090104
NLA06608-0449,Region_10,15,II,II,NATURAL,WMTNS NATURAL,17,17020003
NLA06608-0452,Region_8,25,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10190004
NLA06608-0453,Region_4,75,XII,CPL,NATURAL,PLNLOW NATURAL,3,3080102
NLA06608-0454,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1090004
NLA06608-0456,Region_6,32,V,V,MAN-MADE,PLNLOW MAN-MADE,12,12030106
NLA06608-0458,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3110204
NLA06608-0459,Region_4,68,XI,XI,MAN-MADE,EHIGH MAN-MADE,3,3160109
NLA06608-0462,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7070001
NLA06608-0463,Region_5,56,VII,VII,MAN-MADE,PLNLOW MAN-MADE,4,4090005
NLA06608-0467,Region_5,53,VII,VII,NATURAL,PLNLOW NATURAL,4,4030201
NLA06608-0468,Region_8,21,II,II,NATURAL,WMTNS NATURAL,14,14010004
NLA06608-0469,Region_3,60,VII,VII,NATURAL,EHIGH NATURAL,2,2040101
NLA06608-0470,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1070002
NLA06608-0471,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,10,10160010
NLA06608-0472,Region_6,37,IX,IX,MAN-MADE,EHIGH MAN-MADE,11,11140103
NLA06608-0473,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3040103
NLA06608-0479,Region_5,55,VI,VI,NATURAL,PLNLOW NATURAL,5,5060001
NLA06608-0480,Region_7,39,XI,XI,MAN-MADE,EHIGH MAN-MADE,7,7140104
NLA06608-0480,Region_7,39,XI,XI,MAN-MADE,EHIGH MAN-MADE,7,7140104
NLA06608-0483,Region_6,24,III,III,MAN-MADE,WMTNS MAN-MADE,13,13040212
NLA06608-0484,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,8,8010203
NLA06608-0488,Region_7,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11070106
NLA06608-0489,Region_3,64,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2080103
NLA06608-0491,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050001
NLA06608-0493,Region_3,64,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2070010
NLA06608-0494,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7010105
NLA06608-0495,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,14,14020002
NLA06608-0496,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10050010
NLA06608-0497,Region_10,13,III,III,MAN-MADE,WMTNS MAN-MADE,16,16010202
NLA06608-0498,Region_1,59,XIV,CPL,NATURAL,EHIGH NATURAL,1,1100001
NLA06608-0500,Region_6,36,XI,XI,MAN-MADE,EHIGH MAN-MADE,11,11140109
NLA06608-0501,Region_9,6,III,III,MAN-MADE,WMTNS MAN-MADE,18,18050005
NLA06608-0502,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4080203
NLA06608-0503,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,10,10170102
NLA06608-0508,Region_4,73,X,CPL,MAN-MADE,PLNLOW MAN-MADE,8,8030207
NLA06608-0509,Region_3,70,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5010008
NLA06608-0510,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9020201
NLA06608-0511,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,14,14020002
NLA06608-0512,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,9,9010004
NLA06608-0514,Region_3,67,XI,XI,MAN-MADE,EHIGH MAN-MADE,2,2050303
NLA06608-0515,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10160004
NLA06608-0523,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,10,10170203
NLA06608-0526,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,9,9030001
NLA06608-0528,Region_7,27,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10200101
NLA06608-0529,Region_10,10,III,III,NATURAL,WMTNS NATURAL,17,17020015
NLA06608-0530,Region_4,75,XII,CPL,MAN-MADE,PLNLOW MAN-MADE,3,3070203
NLA06608-0531,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130106
NLA06608-0533,Region_2,60,VII,VII,MAN-MADE,EHIGH MAN-MADE,5,5010001
NLA06608-0537,Region_3,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5050004
NLA06608-0540,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11120303
NLA06608-0541,Region_3,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2070008
NLA06608-0542,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4030108
NLA06608-0546,Region_1,59,XIV,CPL,NATURAL,EHIGH NATURAL,1,1070005
NLA06608-0547,Region_5,51,VII,VII,MAN-MADE,PLNLOW MAN-MADE,7,7070003
NLA06608-0550,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1080104
NLA06608-0551,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7010204
NLA06608-0555,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050001
NLA06608-0558,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,9,9020106
NLA06608-0560,Region_6,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11090106
NLA06608-0561,Region_10,16,II,II,NATURAL,WMTNS NATURAL,17,17050123
NLA06608-0562,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1090004
NLA06608-0562,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1090004
NLA06608-0564,Region_6,22,III,III,MAN-MADE,WMTNS MAN-MADE,13,13020101
NLA06608-0565,Region_9,6,III,III,MAN-MADE,WMTNS MAN-MADE,18,18050003
NLA06608-0569,Region_9,23,II,II,MAN-MADE,WMTNS MAN-MADE,15,15060202
NLA06608-0570,Region_8,43,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,10,10070006
NLA06608-0579,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130103
NLA06608-0580,Region_3,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5070202
NLA06608-0581,Region_10,12,III,III,MAN-MADE,WMTNS MAN-MADE,17,17040219
NLA06608-0582,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1080205
NLA06608-0583,Region_4,73,X,CPL,NATURAL,PLNLOW NATURAL,8,8060100
NLA06608-0585,Region_9,13,III,III,MAN-MADE,WMTNS MAN-MADE,16,16050203
NLA06608-0587,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,7,7120001
NLA06608-0587,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,7,7120001
NLA06608-0588,Region_7,27,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10250017
NLA06608-0590,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7070001
NLA06608-0591,Region_4,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,3,3150104
NLA06608-0593,Region_10,2,II,II,MAN-MADE,WMTNS MAN-MADE,17,17110002
NLA06608-0594,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3060203
NLA06608-0595,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130106
NLA06608-0596,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,11,11020001
NLA06608-0597,Region_10,12,III,III,MAN-MADE,WMTNS MAN-MADE,17,17050114
NLA06608-0599,Region_6,33,IX,IX,MAN-MADE,PLNLOW MAN-MADE,12,12070102
NLA06608-0606,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7050002
NLA06608-0608,Region_7,73,X,CPL,NATURAL,PLNLOW NATURAL,8,8010100
NLA06608-0609,Region_4,75,XII,CPL,NATURAL,PLNLOW NATURAL,3,3100205
NLA06608-0610,Region_1,59,XIV,CPL,NATURAL,EHIGH NATURAL,1,1070002
NLA06608-0611,Region_5,53,VII,VII,NATURAL,PLNLOW NATURAL,7,7090001
NLA06608-0614,Region_10,78,II,II,MAN-MADE,WMTNS MAN-MADE,17,17100301
NLA06608-0616,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11050001
NLA06608-0617,Region_9,23,II,II,MAN-MADE,WMTNS MAN-MADE,15,15020015
NLA06608-0618,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3140301
NLA06608-0619,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050003
NLA06608-0622,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7010108
NLA06608-0623,Region_5,61,VII,VII,MAN-MADE,EHIGH MAN-MADE,4,4110002
NLA06608-0624,Region_5,54,VI,VI,MAN-MADE,PLNLOW MAN-MADE,7,7140201
NLA06608-0625,Region_10,11,II,II,NATURAL,WMTNS NATURAL,17,17050203
NLA06608-0627,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,4,4030104
NLA06608-0628,Region_6,26,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11080004
NLA06608-0630,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4030110
NLA06608-0632,Region_7,40,IX,IX,MAN-MADE,PLNLOW MAN-MADE,10,10290102
NLA06608-0634,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,9,9010001
NLA06608-0635,Region_8,25,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10190006
NLA06608-0637,Region_8,19,II,II,MAN-MADE,WMTNS MAN-MADE,14,14060004
NLA06608-0641,Region_10,15,II,II,NATURAL,WMTNS NATURAL,17,17020003
NLA06608-0648,Region_7,44,IV,IVnat,NATURAL,PLNLOW NATURAL,10,10220001
NLA06608-0649,Region_9,5,II,II,MAN-MADE,WMTNS MAN-MADE,18,18040010
NLA06608-0650,Region_10,17,II,II,NATURAL,WMTNS NATURAL,17,17040202
NLA06608-0651,Region_4,67,XI,XI,MAN-MADE,EHIGH MAN-MADE,3,3150202
NLA06608-0654,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7070001
NLA06608-0657,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1020002
NLA06608-0658,Region_10,1,II,II,NATURAL,WMTNS NATURAL,17,17100206
NLA06608-0659,Region_8,46,VI,VI,MAN-MADE,PLNLOW MAN-MADE,9,9020308
NLA06608-0660,Region_5,55,VI,VI,NATURAL,PLNLOW NATURAL,5,5120201
NLA06608-0661,Region_3,60,VII,VII,MAN-MADE,EHIGH MAN-MADE,2,2050106
NLA06608-0662,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1080101
NLA06608-0663,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,10,10170201
NLA06608-0665,Region_4,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,3,3030004
NLA06608-0671,Region_8,19,II,II,NATURAL,WMTNS NATURAL,14,14060003
NLA06608-0672,Region_5,72,IX,IX,NATURAL,PLNLOW NATURAL,7,7140101
NLA06608-0674,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1080203
NLA06608-0677,Region_10,80,III,III,NATURAL,WMTNS NATURAL,17,17120009
NLA06608-0678,Region_10,4,II,II,NATURAL,WMTNS NATURAL,17,17070301
NLA06608-0679,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7010206
NLA06608-0681,Region_3,70,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5030203
NLA06608-0686,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7020005
NLA06608-0687,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,14,14020005
NLA06608-0690,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1090003
NLA06608-0690,Region_1,59,XIV,CPL,MAN-MADE,EHIGH MAN-MADE,1,1090003
NLA06608-0692,Region_7,27,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10200101
NLA06608-0693,Region_9,6,III,III,MAN-MADE,WMTNS MAN-MADE,18,18040006
NLA06608-0696,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,11,11130303
NLA06608-0707,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130103
NLA06608-0709,Region_4,75,XII,CPL,NATURAL,PLNLOW NATURAL,3,3080102
NLA06608-0710,Region_1,84,XIV,CPL,NATURAL,PLNLOW NATURAL,1,1090002
NLA06608-0711,Region_6,35,IX,IX,MAN-MADE,PLNLOW MAN-MADE,8,8080204
NLA06608-0712,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,12,12060202
NLA06608-0713,Region_9,5,II,II,MAN-MADE,WMTNS MAN-MADE,16,16050102
NLA06608-0715,Region_8,21,II,II,MAN-MADE,WMTNS MAN-MADE,10,10190005
NLA06608-0717,Region_3,63,XIV,CPL,MAN-MADE,PLNLOW MAN-MADE,2,2040207
NLA06608-0718,Region_8,43,IV,IVnat,NATURAL,PLNLOW NATURAL,10,10130204
NLA06608-0720,Region_7,27,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10250015
NLA06608-0721,Region_10,4,II,II,MAN-MADE,WMTNS MAN-MADE,17,17080005
NLA06608-0723,Region_7,44,IV,IVnat,NATURAL,PLNLOW NATURAL,10,10150003
NLA06608-0724,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5120204
NLA06608-0726,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1060002
NLA06608-0727,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,10,10160010
NLA06608-0731,Region_5,56,VII,VII,NATURAL,PLNLOW NATURAL,4,4050001
NLA06608-0733,Region_9,13,III,III,MAN-MADE,WMTNS MAN-MADE,15,15010011
NLA06608-0734,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,4,4020103
NLA06608-0738,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1070003
NLA06608-0743,Region_5,51,VII,VII,NATURAL,PLNLOW NATURAL,7,7010203
NLA06608-0744,Region_7,28,IV,IVman,MAN-MADE,PLNLOW MAN-MADE,11,11070104
NLA06608-0749,Region_3,45,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2080105
NLA06608-0751,Region_4,66,XI,XI,MAN-MADE,EHIGH MAN-MADE,6,6020003
NLA06608-0753,Region_2,61,VII,VII,NATURAL,EHIGH NATURAL,5,5010002
NLA06608-0754,Region_1,59,XIV,CPL,NATURAL,EHIGH NATURAL,1,1090003
NLA06608-0755,Region_8,42,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10130105
NLA06608-0756,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,11,11130303
NLA06608-0759,Region_5,47,VI,VI,NATURAL,PLNLOW NATURAL,7,7100003
NLA06608-0761,Region_2,64,IX,IX,MAN-MADE,EHIGH MAN-MADE,2,2030104
NLA06608-0762,Region_8,42,V,V,NATURAL,PLNLOW NATURAL,10,10130101
NLA06608-0764,Region_7,25,V,V,MAN-MADE,PLNLOW MAN-MADE,10,10180014
NLA06608-0765,Region_3,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5010007
NLA06608-0766,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,10,10160003
NLA06608-0769,Region_10,15,II,II,NATURAL,WMTNS NATURAL,17,17010303
NLA06608-0770,Region_9,81,III,III,MAN-MADE,WMTNS MAN-MADE,15,15060106
NLA06608-0771,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,7,7010104
NLA06608-0775,Region_6,27,V,V,MAN-MADE,PLNLOW MAN-MADE,12,12090106
NLA06608-0779,Region_8,46,VI,VI,NATURAL,PLNLOW NATURAL,10,10160011
NLA06608-0781,Region_2,58,VIII,VIII,MAN-MADE,EHIGH MAN-MADE,2,2040105
NLA06608-0782,Region_5,50,VIII,VIII,NATURAL,PLNLOW NATURAL,9,9030001
NLA06608-0783,Region_5,55,VI,VI,MAN-MADE,PLNLOW MAN-MADE,5,5080001
NLA06608-0785,Region_10,10,III,III,MAN-MADE,WMTNS MAN-MADE,17,17020015
NLA06608-0792,Region_6,29,IX,IX,MAN-MADE,PLNLOW MAN-MADE,12,12030103
NLA06608-0793,Region_3,69,XI,XI,MAN-MADE,EHIGH MAN-MADE,5,5050004
NLA06608-0794,Region_8,17,II,II,NATURAL,WMTNS NATURAL,14,14040102
NLA06608-0794,Region_8,17,II,II,NATURAL,WMTNS NATURAL,14,14040102
NLA06608-0797,Region_9,13,III,III,MAN-MADE,WMTNS MAN-MADE,16,16060008
NLA06608-0802,Region_1,58,VIII,VIII,NATURAL,EHIGH NATURAL,1,1080202
